2008,2,25,100000.0
2008,2,26,99977.0
2008,2,27,100822.0
2008,2,28,101397.0
2008,2,29,100641.0
2008,3,3,99180.0
2008,3,4,97981.0
2008,3,5,98088.0
2008,3,6,98088.0
2008,3,7,98088.0
2008,3,10,98088.0
2008,3,11,98088.0
2008,3,12,98088.0
2008,3,13,98088.0
2008,3,14,98088.0
2008,3,17,98088.0
2008,3,18,98088.0
2008,3,19,98088.0
2008,3,20,98088.0
2008,3,24,98088.0
2008,3,25,98088.0
2008,3,26,98088.0
2008,3,27,98088.0
2008,3,28,98088.0
2008,3,31,98088.0
2008,4,1,98088.0
2008,4,2,98181.0
2008,4,3,98222.0
2008,4,4,98213.0
2008,4,7,98225.0
2008,4,8,98239.0
2008,4,9,98052.0
2008,4,10,98179.0
2008,4,11,97994.0
2008,4,14,97750.0
2008,4,15,97704.0
2008,4,16,97704.0
2008,4,17,97853.0
2008,4,18,98068.0
2008,4,21,98620.0
2008,4,22,96506.0
2008,4,23,98251.0
2008,4,24,97897.0
2008,4,25,98988.0
2008,4,28,98619.0
2008,4,29,98540.0
2008,4,30,98411.0
2008,5,1,99451.0
2008,5,2,99670.0
2008,5,5,100104.0
2008,5,6,101498.0
2008,5,7,100518.0
2008,5,8,101132.0
2008,5,9,100482.0
2008,5,12,101036.0
2008,5,13,101108.0
2008,5,14,101108.0
2008,5,15,101108.0
2008,5,16,101326.0
2008,5,19,101037.0
2008,5,20,100953.0
2008,5,21,100427.0
2008,5,22,100641.0
2008,5,23,100281.0
2008,5,27,100449.0
2008,5,28,100449.0
2008,5,29,100449.0
2008,5,30,100449.0
2008,6,2,100449.0
2008,6,3,100449.0
2008,6,4,100449.0
2008,6,5,100449.0
2008,6,6,100449.0
2008,6,9,100449.0
2008,6,10,100449.0
2008,6,11,100449.0
2008,6,12,100449.0
2008,6,13,100449.0
2008,6,16,100449.0
2008,6,17,100449.0
2008,6,18,100449.0
2008,6,19,100449.0
2008,6,20,100449.0
2008,6,23,100449.0
2008,6,24,100449.0
2008,6,25,100449.0
2008,6,26,100449.0
2008,6,27,100449.0
2008,6,30,100449.0
2008,7,1,100449.0
2008,7,2,100449.0
2008,7,3,100449.0
2008,7,7,100449.0
2008,7,8,100449.0
2008,7,9,100449.0
2008,7,10,100449.0
2008,7,11,100449.0
2008,7,14,100449.0
2008,7,15,100449.0
2008,7,16,100449.0
2008,7,17,100449.0
2008,7,18,100449.0
2008,7,21,100449.0
2008,7,22,100449.0
2008,7,23,100449.0
2008,7,24,100449.0
2008,7,25,100449.0
2008,7,28,100449.0
2008,7,29,100449.0
2008,7,30,100449.0
2008,7,31,100451.0
2008,8,1,100391.0
2008,8,4,100391.0
2008,8,5,100479.0
2008,8,6,101431.0
2008,8,7,101006.0
2008,8,8,100888.0
2008,8,11,100942.0
2008,8,12,101855.0
2008,8,13,105638.0
2008,8,14,104929.0
2008,8,15,103469.0
2008,8,18,102318.0
2008,8,19,102045.0
2008,8,20,102158.0
2008,8,21,102290.0
2008,8,22,102406.0
2008,8,25,102406.0
2008,8,26,102406.0
2008,8,27,102406.0
2008,8,28,102406.0
2008,8,29,102406.0
2008,9,2,102406.0
2008,9,3,102406.0
2008,9,4,102406.0
2008,9,5,102406.0
2008,9,8,102406.0
2008,9,9,102406.0
2008,9,10,102406.0
2008,9,11,102406.0
2008,9,12,102406.0
2008,9,15,102406.0
2008,9,16,102406.0
2008,9,17,102406.0
2008,9,18,102406.0
2008,9,19,102406.0
2008,9,22,102406.0
2008,9,23,102406.0
2008,9,24,102406.0
2008,9,25,102406.0
2008,9,26,102406.0
2008,9,29,102406.0
2008,9,30,102406.0
2008,10,1,102406.0
2008,10,2,102406.0
2008,10,3,102406.0
2008,10,6,102406.0
2008,10,7,102406.0
2008,10,8,102406.0
2008,10,9,102406.0
2008,10,10,102406.0
2008,10,13,102406.0
2008,10,14,102406.0
2008,10,15,102406.0
2008,10,16,102406.0
2008,10,17,102406.0
2008,10,20,102406.0
2008,10,21,102406.0
2008,10,22,102406.0
2008,10,23,102406.0
2008,10,24,102406.0
2008,10,27,102406.0
2008,10,28,102406.0
2008,10,29,102406.0
2008,10,30,102406.0
2008,10,31,102406.0
2008,11,3,102406.0
2008,11,4,102406.0
2008,11,5,102393.0
2008,11,6,102377.0
2008,11,7,102371.0
2008,11,10,102351.0
2008,11,11,102350.0
2008,11,12,102350.0
2008,11,13,102350.0
2008,11,14,102350.0
2008,11,17,102350.0
2008,11,18,102350.0
2008,11,19,102350.0
2008,11,20,102350.0
2008,11,21,102350.0
2008,11,24,102350.0
2008,11,25,102350.0
2008,11,26,102350.0
2008,11,28,102350.0
2008,12,1,102350.0
2008,12,2,102350.0
2008,12,3,102350.0
2008,12,4,102350.0
2008,12,5,102350.0
2008,12,8,102350.0
2008,12,9,102225.0
2008,12,10,102231.0
2008,12,11,102156.0
2008,12,12,102180.0
2008,12,15,102170.0
2008,12,16,102315.0
2008,12,17,102263.0
2008,12,18,102372.0
2008,12,19,102444.0
2008,12,22,102431.0
